,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,Posession_Change,HQ_Pass
213,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:45,4,5,0,0,Boston Pride,McKenna Brand,Play,130,83,Direct,,,,Lauren Kelly,131.0,59.0,765,213,Away Team,70,69.0,2,26.0,24.020824298928627,0,Tied,"[-27, -27]",-27,-27,Advantage,No,Yes
214,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:43,4,5,0,0,Boston Pride,Lauren Kelly,Play,136,32,Direct,,,,Taylor Turnquist,159.0,4.0,763,214,Away Team,64,41.0,53,81.0,36.23534186398688,0,Tied,"[-27, -27]",-27,-27,Advantage,No,Yes
215,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:39,4,5,0,0,Boston Pride,Taylor Turnquist,Play,162,2,Direct,,,,Lauren Kelly,129.0,49.0,759,215,Away Team,38,71.0,83,36.0,57.42821606144492,0,Tied,"[-25, -25]",-25,-25,Advantage,No,Yes
216,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:37,4,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,130,56,Direct,,,,Christina Putigna,155.0,81.0,757,216,Away Team,70,45.0,29,4.0,35.355339059327385,0,Tied,"[-23, -23]",-23,-23,Advantage,No,No
218,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:32,4,5,0,0,Boston Pride,Jillian Dempsey,Play,191,19,Direct,,,,Taylor Turnquist,137.0,3.0,752,218,Away Team,9,63.0,66,82.0,56.320511361314885,0,Tied,"[-18, -22]",-18,-22,Advantage,Yes,Yes
220,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:26,4,5,0,0,Boston Pride,Lauren Kelly,Play,90,78,Direct,,,,Taylor Turnquist,84.0,76.0,746,220,Away Team,110,116.0,7,9.0,6.324555320336759,0,Tied,"[-18, -18]",-18,-18,Advantage,No,Yes
222,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:20,4,5,0,0,Boston Pride,Taylor Turnquist,Play,152,84,Indirect,,,,Christina Putigna,139.0,79.0,740,222,Away Team,48,61.0,1,6.0,13.92838827718412,0,Tied,"[-13, -13]",-13,-13,Advantage,No,Yes
227,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:07,4,5,0,0,Boston Pride,Lovisa Selander,Play,2,45,Indirect,,,,Lauren Kelly,2.0,45.0,727,227,Away Team,198,198.0,40,40.0,0.0,0,Tied,"[-15, -15]",-15,-15,Advantage,No,Yes
228,2021-01-23,Minnesota Whitecaps,Boston Pride,1,12:03,4,5,0,0,Boston Pride,Lauren Kelly,Play,26,26,Direct,,,,McKenna Brand,54.0,5.0,723,228,Away Team,174,146.0,59,80.0,35.0,0,Tied,"[-15, -15]",-15,-15,Advantage,No,Yes
241,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:40,4,5,0,0,Boston Pride,Mallory Souliotis,Play,21,46,Direct,,,,Samantha Davis,45.0,6.0,700,241,Away Team,179,155.0,39,79.0,46.647615158762406,0,Tied,"[-26, -26]",-26,-26,Advantage,No,Yes
245,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:32,4,5,0,0,Boston Pride,Samantha Davis,Play,199,29,Indirect,,,,Taylor Wenczkowski,195.0,13.0,692,245,Away Team,1,5.0,56,72.0,16.492422502470642,0,Tied,"[-24, -24]",-24,-24,Advantage,No,Yes
246,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:31,4,5,0,0,Boston Pride,Taylor Wenczkowski,Play,195,13,Direct,,,,Mallory Souliotis,150.0,4.0,691,246,Away Team,5,50.0,72,81.0,45.89117562233506,0,Tied,"[-23, -23]",-23,-23,Advantage,No,Yes
247,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:28,4,5,0,0,Boston Pride,Mallory Souliotis,Play,145,11,Direct,,,,Kaleigh Fratkin,140.0,71.0,688,247,Away Team,55,60.0,74,14.0,60.207972893961475,0,Tied,"[-23, -23]",-23,-23,Advantage,No,Yes
248,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:25,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,134,81,Direct,,,,Tereza Vanisova,166.0,82.0,685,248,Away Team,66,34.0,4,3.0,32.01562118716424,0,Tied,"[-23, -23]",-23,-23,Advantage,No,Yes
249,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:21,4,5,0,0,Boston Pride,Tereza Vanisova,Play,135,63,Direct,,,,Kaleigh Fratkin,132.0,32.0,681,249,Away Team,65,68.0,22,53.0,31.144823004794873,0,Tied,"[-24, -24]",-24,-24,Advantage,No,Yes
250,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:19,4,5,0,0,Boston Pride,Kaleigh Fratkin,Incomplete Play,127,32,Direct,,,,Tereza Vanisova,133.0,62.0,679,250,Away Team,73,67.0,53,23.0,30.59411708155671,0,Tied,"[-26, -26]",-26,-26,Advantage,No,No
252,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:14,4,5,0,0,Boston Pride,Tereza Vanisova,Play,139,69,Direct,,,,Kaleigh Fratkin,135.0,36.0,674,252,Away Team,61,65.0,16,49.0,33.24154027718932,0,Tied,"[-26, -26]",-26,-26,Advantage,No,Yes
259,2021-01-23,Minnesota Whitecaps,Boston Pride,1,11:01,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,50,74,Direct,,,,Lexie Laing,89.0,78.0,661,259,Away Team,150,111.0,11,7.0,39.204591567825325,0,Tied,"[-21, -26]",-21,-26,Advantage,Yes,Yes
262,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:56,4,5,0,0,Boston Pride,Taylor Wenczkowski,Incomplete Play,135,79,Direct,,,,Lexie Laing,140.0,46.0,656,262,Away Team,65,60.0,6,39.0,33.376638536557266,0,Tied,"[-25, -25]",-25,-25,Advantage,No,No
264,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:52,4,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,130,53,Indirect,,,,Lexie Laing,173.0,52.0,652,264,Away Team,70,27.0,32,33.0,43.01162633521314,0,Tied,"[-34, -34]",-34,-34,Advantage,No,No
268,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:47,5,5,0,0,Boston Pride,Mallory Souliotis,Play,163,59,Direct,,,,Tori Sullivan,161.0,37.0,647,268,Away Team,37,39.0,26,48.0,22.09072203437452,0,Tied,"[-37, -37]",-37,-37,Even,No,Yes
269,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:46,5,5,0,0,Boston Pride,Tori Sullivan,Play,161,37,Direct,,,,Lexie Laing,184.0,50.0,646,269,Away Team,39,16.0,48,35.0,26.41968962724581,0,Tied,"[-36, -42]",-36,-42,Even,Yes,Yes
279,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:28,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Incomplete Play,2,68,Indirect,,,,Audra Richards,29.0,82.0,628,279,Home Team,2,29.0,68,82.0,30.413812651491103,0,Tied,"[-47, -47]",-47,-47,Even,No,No
285,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:18,5,5,0,0,Minnesota Whitecaps,Maddie Rowe,Play,51,82,Direct,,,,Jonna Curtis,79.0,47.0,618,285,Home Team,51,79.0,82,47.0,44.82186966202993,0,Tied,"[-44, -44]",-44,-44,Even,No,Yes
289,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:12,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,7,65,Direct,,,,Lexie Laing,88.0,82.0,612,289,Away Team,193,112.0,20,3.0,82.76472678623425,0,Tied,"[-44, -48]",-44,-48,Even,Yes,No
291,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:05,5,5,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Play,2,39,Indirect,,,,Emma Stauber,6.0,14.0,605,291,Home Team,2,6.0,39,14.0,25.317977802344327,0,Tied,"[-43, -43]",-43,-43,Even,No,No
292,2021-01-23,Minnesota Whitecaps,Boston Pride,1,10:03,5,5,0,0,Minnesota Whitecaps,Emma Stauber,Incomplete Play,6,14,Direct,,,,Allie Thunstrom,50.0,4.0,603,292,Home Team,6,50.0,14,4.0,45.122056690713904,0,Tied,"[-42, -42]",-42,-42,Even,No,No
298,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:56,4,5,0,0,Boston Pride,McKenna Brand,Play,172,31,Direct,,,,Lauren Kelly,133.0,25.0,596,298,Away Team,28,67.0,54,60.0,39.45883931389772,0,Tied,"[-40, -42]",-40,-42,Advantage,Yes,No
299,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:50,4,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,116,2,Indirect,,,,Jillian Dempsey,126.0,5.0,590,299,Away Team,84,74.0,83,80.0,10.44030650891055,0,Tied,"[-34, -36]",-34,-36,Advantage,Yes,No
301,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:46,4,5,0,0,Minnesota Whitecaps,Maddie Rowe,Incomplete Play,5,62,Indirect,,,,Sydney Baldwin,13.0,9.0,586,301,Home Team,5,13.0,62,9.0,53.60037313302959,0,Tied,"[-37, -37]",-37,-37,Shorthanded,No,No
303,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:43,4,5,0,0,Boston Pride,Christina Putigna,Play,150,83,Indirect,,,,McKenna Brand,188.0,79.0,583,303,Away Team,50,12.0,2,6.0,38.209946349085605,0,Tied,"[-35, -35]",-35,-35,Advantage,No,Yes
304,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:39,4,5,0,0,Boston Pride,McKenna Brand,Play,170,82,Direct,,,,Taylor Turnquist,131.0,71.0,579,304,Away Team,30,69.0,3,14.0,40.521599178709614,0,Tied,"[-33, -33]",-33,-33,Advantage,No,Yes
305,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:37,4,5,0,0,Boston Pride,Taylor Turnquist,Play,133,56,Direct,,,,Lauren Kelly,149.0,13.0,577,305,Away Team,67,51.0,29,72.0,45.88027898781785,0,Tied,"[-36, -36]",-36,-36,Advantage,No,Yes
309,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:31,4,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,128,27,Direct,,,,Taylor Wenczkowski,150.0,5.0,571,309,Away Team,72,50.0,58,80.0,31.11269837220809,0,Tied,"[-35, -35]",-35,-35,Advantage,No,No
312,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:26,4,5,0,0,Boston Pride,Tereza Vanisova,Play,199,24,Direct,,,,Taylor Wenczkowski,180.0,6.0,566,312,Away Team,1,20.0,61,79.0,26.1725046566048,0,Tied,"[-34, -34]",-34,-34,Advantage,No,No
316,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:16,4,5,0,0,Boston Pride,Lovisa Selander,Incomplete Play,7,39,Indirect,,,,Kaleigh Fratkin,18.0,44.0,556,316,Away Team,193,182.0,46,41.0,12.083045973594572,0,Tied,"[-26, -31]",-26,-31,Advantage,Yes,No
320,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:09,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,33,28,Indirect,,,,Mallory Souliotis,73.0,84.0,549,320,Away Team,167,127.0,57,1.0,68.81860213634101,0,Tied,"[-19, -34]",-19,-34,Advantage,Yes,Yes
321,2021-01-23,Minnesota Whitecaps,Boston Pride,1,9:07,4,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,89,81,Direct,,,,Taylor Wenczkowski,114.0,20.0,547,321,Away Team,111,86.0,4,65.0,65.92419889539804,0,Tied,"[-17, -32]",-17,-32,Advantage,Yes,No
326,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:52,4,5,0,0,Boston Pride,Kaleigh Fratkin,Play,17,32,Direct,,,,Tereza Vanisova,66.0,12.0,532,326,Away Team,183,134.0,53,73.0,52.92447448959697,0,Tied,"[-2, -36]",-2,-36,Advantage,Yes,Yes
327,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:50,4,5,0,0,Boston Pride,Tereza Vanisova,Play,80,33,Direct,,,,Taylor Wenczkowski,112.0,81.0,530,327,Away Team,120,88.0,52,4.0,57.68882040742383,0,Tied,"[-39, -39]",-39,-39,Advantage,No,Yes
333,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:35,4,5,0,0,Boston Pride,Kaleigh Fratkin,Incomplete Play,54,29,Indirect,,,,Taylor Wenczkowski,110.0,74.0,515,333,Away Team,146,90.0,56,11.0,71.84010022264724,0,Tied,"[-29, -34]",-29,-34,Advantage,Yes,No
336,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:28,4,5,0,0,Boston Pride,Mary Parker,Incomplete Play,91,62,Direct,,,,Tori Sullivan,124.0,26.0,508,336,Away Team,109,76.0,23,59.0,48.83646178829912,0,Tied,"[-30, -30]",-30,-30,Advantage,No,No
338,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:26,4,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Play,117,40,Direct,,,,Meghan Lorence,110.0,61.0,506,338,Home Team,117,110.0,40,61.0,22.13594362117865,0,Tied,"[-31, -31]",-31,-31,Shorthanded,No,Yes
339,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:24,4,5,0,0,Minnesota Whitecaps,Meghan Lorence,Play,117,80,Indirect,,,,Stephanie Anderson,178.0,81.0,504,339,Home Team,117,178.0,80,81.0,61.008196170678566,0,Tied,"[-32, -32]",-32,-32,Shorthanded,No,Yes
341,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:21,4,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Incomplete Play,171,83,Direct,,,,Meghan Lorence,167.0,71.0,501,341,Home Team,171,167.0,83,71.0,12.649110640673518,0,Tied,"[-36, -36]",-36,-36,Shorthanded,No,No
343,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:19,4,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Play,161,80,Direct,,,,Sydney Baldwin,157.0,29.0,499,343,Home Team,161,157.0,80,29.0,51.15662224971465,0,Tied,"[-39, -39]",-39,-39,Shorthanded,No,Yes
348,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:14,4,5,0,0,Minnesota Whitecaps,Sydney Baldwin,Incomplete Play,156,1,Indirect,,,,Meghan Lorence,198.0,39.0,494,348,Home Team,156,198.0,1,39.0,56.63920903402519,0,Tied,"[-41, -44]",-41,-44,Shorthanded,Yes,No
350,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:09,4,5,0,0,Boston Pride,Lexie Laing,Play,56,7,Indirect,,,,Tori Sullivan,91.0,2.0,489,350,Away Team,144,109.0,78,83.0,35.355339059327385,0,Tied,"[-39, -41]",-39,-41,Advantage,Yes,No
351,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:07,4,5,0,0,Boston Pride,Tori Sullivan,Incomplete Play,91,2,Direct,,,,Lexie Laing,121.0,7.0,487,351,Away Team,109,79.0,83,78.0,30.413812651491103,0,Tied,"[-40, -40]",-40,-40,Advantage,No,No
353,2021-01-23,Minnesota Whitecaps,Boston Pride,1,8:03,4,5,0,0,Minnesota Whitecaps,Stephanie Anderson,Play,35,48,Direct,,,,Sydney Baldwin,78.0,2.0,483,353,Home Team,35,78.0,48,2.0,62.96824596572466,0,Tied,"[-35, -38]",-35,-38,Shorthanded,Yes,No
356,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:54,5,5,0,0,Boston Pride,Lauren Kelly,Incomplete Play,57,5,Direct,,,,Meghara McManus,121.0,40.0,474,356,Away Team,143,79.0,80,45.0,72.94518489934754,0,Tied,"[-32, -32]",-32,-32,Even,No,No
358,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:45,5,5,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Play,1,52,Direct,,,,Emma Stauber,1.0,49.0,465,358,Home Team,1,1.0,52,49.0,3.0,0,Tied,"[-27, -27]",-27,-27,Even,No,No
361,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:38,5,5,0,0,Minnesota Whitecaps,Meaghan Pezon,Incomplete Play,8,11,Indirect,,,,Jonna Curtis,37.0,2.0,458,361,Home Team,8,37.0,11,2.0,30.36445290137795,0,Tied,"[-27, -27]",-27,-27,Even,No,No
363,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:36,5,5,0,0,Boston Pride,Meaghan Rickard,Incomplete Play,189,80,Indirect,,,,Meghara McManus,181.0,40.0,456,363,Away Team,11,19.0,5,45.0,40.79215610874228,0,Tied,"[-14, -31]",-14,-31,Even,Yes,No
365,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:32,5,5,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Incomplete Play,14,79,Indirect,,,,Audra Richards,66.0,81.0,452,365,Home Team,14,66.0,79,81.0,52.038447325030745,0,Tied,"[-28, -30]",-28,-30,Even,Yes,No
371,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:21,5,5,0,0,Minnesota Whitecaps,Audra Richards,Play,197,64,Indirect,,,,Jonna Curtis,194.0,13.0,441,371,Home Team,197,194.0,64,13.0,51.088159097779204,0,Tied,"[-24, -27]",-24,-27,Even,Yes,Yes
372,2021-01-23,Minnesota Whitecaps,Boston Pride,1,7:14,5,5,0,0,Minnesota Whitecaps,Jonna Curtis,Incomplete Play,187,11,Direct,,,,Meaghan Pezon,173.0,42.0,434,372,Home Team,187,173.0,11,42.0,34.0147027033899,0,Tied,"[-20, -20]",-20,-20,Even,No,No
380,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:56,5,5,0,0,Minnesota Whitecaps,Rose Alleva,Play,68,4,Direct,,,,Haylea Schmid,119.0,3.0,416,380,Home Team,68,119.0,4,3.0,51.0098029794274,0,Tied,"[-17, -17]",-17,-17,Even,No,Yes
382,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:53,5,5,0,0,Minnesota Whitecaps,Haylea Schmid,Incomplete Play,146,2,Direct,,,,Jonna Curtis,163.0,27.0,413,382,Home Team,146,163.0,2,27.0,30.23243291566195,0,Tied,"[-17, -17]",-17,-17,Even,No,No
385,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:42,5,5,0,0,Boston Pride,Jenna Rheault,Incomplete Play,194,27,Direct,,,,Jillian Dempsey,181.0,40.0,402,385,Away Team,6,19.0,58,45.0,18.384776310850235,0,Tied,"[-9, -11]",-9,-11,Even,Yes,No
390,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:36,5,5,0,1,Boston Pride,Paige Capistran,Play,43,7,Indirect,,,,Christina Putigna,70.0,2.0,396,390,Away Team,157,130.0,78,83.0,27.459060435491967,1,Close Lead,"[-3, -14]",-3,-14,Even,Yes,No
391,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:35,5,5,0,1,Boston Pride,Christina Putigna,Incomplete Play,70,2,Direct,,,,Jillian Dempsey,109.0,21.0,395,391,Away Team,130,91.0,83,64.0,43.382023926967726,1,Close Lead,"[-2, -15]",-2,-15,Even,Yes,No
396,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:29,5,5,0,1,Boston Pride,Jenna Rheault,Play,2,63,Indirect,,,,Paige Capistran,5.0,20.0,389,396,Away Team,198,195.0,22,65.0,43.104524124504614,1,Close Lead,"[-17, -17]",-17,-17,Even,No,Yes
397,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:27,5,5,0,1,Boston Pride,Paige Capistran,Play,5,20,Direct,,,,Christina Putigna,51.0,4.0,387,397,Away Team,195,149.0,65,81.0,48.70318264754368,1,Close Lead,"[-15, -16]",-15,-16,Even,Yes,Yes
398,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:25,5,5,0,1,Boston Pride,Christina Putigna,Incomplete Play,64,3,Direct,,,,Jillian Dempsey,71.0,28.0,385,398,Away Team,136,129.0,82,57.0,25.96150997149434,1,Close Lead,"[-13, -14]",-13,-14,Even,Yes,No
403,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:13,5,5,0,1,Minnesota Whitecaps,Sydney Baldwin,Play,2,37,Indirect,,,,Maddie Rowe,2.0,40.0,373,403,Home Team,2,2.0,37,40.0,3.0,-1,Close Trail,"[-10, -10]",-10,-10,Even,No,No
405,2021-01-23,Minnesota Whitecaps,Boston Pride,1,6:02,5,5,0,1,Boston Pride,Tereza Vanisova,Play,162,23,Direct,,,,Mallory Souliotis,145.0,44.0,362,405,Away Team,38,55.0,62,41.0,27.018512172212592,1,Close Lead,"[10, -6]",10,-6,Even,Yes,Yes
408,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:59,5,5,0,1,Boston Pride,McKenna Brand,Play,174,82,Direct,,,,Kaleigh Fratkin,135.0,74.0,359,408,Away Team,26,65.0,3,11.0,39.812058474788756,1,Close Lead,"[-7, -7]",-7,-7,Even,No,Yes
409,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:57,5,5,0,1,Boston Pride,Kaleigh Fratkin,Play,135,74,Indirect,,,,Samantha Davis,174.0,73.0,357,409,Away Team,65,26.0,11,12.0,39.01281840626232,1,Close Lead,"[-5, -5]",-5,-5,Even,No,Yes
426,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:35,5,5,1,1,Minnesota Whitecaps,Emma Stauber,Incomplete Play,77,1,Indirect,,,,Meghan Lorence,109.0,2.0,335,426,Home Team,77,109.0,1,2.0,32.01562118716424,0,Tied,"[-17, -18]",-17,-18,Even,Yes,No
428,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:30,5,5,1,1,Boston Pride,Taylor Turnquist,Play,94,72,Direct,,,,Lexie Laing,110.0,64.0,330,428,Away Team,106,90.0,13,21.0,17.88854381999832,0,Tied,"[-15, -17]",-15,-17,Even,Yes,No
429,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:28,5,5,1,1,Boston Pride,Lexie Laing,Incomplete Play,121,58,Direct,,,,Tori Sullivan,133.0,38.0,328,429,Away Team,79,67.0,27,47.0,23.323807579381203,0,Tied,"[-13, -15]",-13,-15,Even,Yes,No
433,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:26,5,5,1,1,Boston Pride,Taylor Turnquist,Play,89,66,Direct,,,,Lauren Kelly,93.0,28.0,326,433,Away Team,111,107.0,19,57.0,38.209946349085605,0,Tied,"[-22, -22]",-22,-22,Even,No,Yes
434,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:22,5,5,1,1,Boston Pride,Lauren Kelly,Play,87,5,Indirect,,,,Tori Sullivan,104.0,9.0,322,434,Away Team,113,96.0,80,76.0,17.464249196572982,0,Tied,"[-19, -19]",-19,-19,Even,No,Yes
435,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:19,5,5,1,1,Boston Pride,Tori Sullivan,Incomplete Play,97,20,Direct,,,,Mary Parker,112.0,36.0,319,435,Away Team,103,88.0,65,49.0,21.93171219946131,0,Tied,"[-16, -16]",-16,-16,Even,No,No
438,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:15,5,5,1,1,Minnesota Whitecaps,Haley Mack,Incomplete Play,107,39,Direct,,,,Meghan Lorence,132.0,79.0,315,438,Home Team,107,132.0,39,79.0,47.16990566028302,0,Tied,"[-18, -18]",-18,-18,Even,No,No
444,2021-01-23,Minnesota Whitecaps,Boston Pride,1,5:07,5,5,1,1,Boston Pride,Paige Capistran,Incomplete Play,30,28,Direct,,,,Meaghan Rickard,71.0,4.0,307,444,Away Team,170,129.0,57,81.0,47.50789408087881,0,Tied,"[-21, -21]",-21,-21,Even,No,No
449,2021-01-23,Minnesota Whitecaps,Boston Pride,1,4:50,5,5,1,1,Minnesota Whitecaps,Meghan Lorence,Incomplete Play,55,60,Direct,,,,Haley Mack,84.0,61.0,290,449,Home Team,55,84.0,60,61.0,29.017236257093817,0,Tied,"[-7, -9]",-7,-9,Even,Yes,No
451,2021-01-23,Minnesota Whitecaps,Boston Pride,1,4:40,5,5,1,1,Boston Pride,Jenna Rheault,Play,51,6,Direct,,,,Meaghan Rickard,82.0,4.0,280,451,Away Team,149,118.0,79,81.0,31.06444913401813,0,Tied,"[-3, -3]",-3,-3,Even,No,Yes
453,2021-01-23,Minnesota Whitecaps,Boston Pride,1,4:38,5,5,1,1,Boston Pride,Meaghan Rickard,Play,137,20,Direct,,,,Meghara McManus,146.0,29.0,278,453,Away Team,63,54.0,65,56.0,12.727922061357855,0,Tied,"[-3, -3]",-3,-3,Even,No,Yes
456,2021-01-23,Minnesota Whitecaps,Boston Pride,1,4:20,5,5,1,1,Boston Pride,Meghara McManus,Incomplete Play,196,53,Direct,,,,Meaghan Rickard,180.0,50.0,260,456,Away Team,4,20.0,32,35.0,16.278820596099706,0,Tied,"[15, 10]",15,10,Even,Yes,No
465,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:59,4,5,1,1,Boston Pride,McKenna Brand,Play,134,30,Direct,,,,Taylor Turnquist,138.0,79.0,239,465,Away Team,66,62.0,55,6.0,49.16299421312742,0,Tied,"[13, 13]",13,13,Advantage,No,Yes
470,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:51,4,5,1,1,Boston Pride,McKenna Brand,Play,132,18,Direct,,,,Taylor Turnquist,142.0,76.0,231,470,Away Team,68,58.0,67,9.0,58.855755878248644,0,Tied,"[15, 15]",15,15,Advantage,No,Yes
471,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:49,4,5,1,1,Boston Pride,Taylor Turnquist,Play,159,69,Direct,,,,McKenna Brand,138.0,47.0,229,471,Away Team,41,62.0,16,38.0,30.413812651491103,0,Tied,"[16, 16]",16,16,Advantage,No,Yes
476,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:35,4,5,1,1,Boston Pride,Lauren Kelly,Play,5,44,Direct,,,,Taylor Turnquist,33.0,84.0,215,476,Away Team,195,167.0,41,1.0,48.82622246293481,0,Tied,"[23, 23]",23,23,Advantage,No,Yes
477,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:32,4,5,1,1,Boston Pride,Taylor Turnquist,Incomplete Play,60,75,Direct,,,,Christina Putigna,70.0,16.0,212,477,Away Team,140,130.0,10,69.0,59.841457201508724,0,Tied,"[26, 26]",26,26,Advantage,No,No
479,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:27,4,5,1,1,Boston Pride,Lauren Kelly,Play,11,10,Direct,,,,Samantha Davis,24.0,10.0,207,479,Away Team,189,176.0,75,75.0,13.0,0,Tied,"[26, 26]",26,26,Advantage,No,No
485,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:20,4,5,1,1,Boston Pride,Samantha Davis,Play,20,10,Direct,,,,Taylor Wenczkowski,64.0,8.0,200,485,Away Team,180,136.0,75,77.0,44.04543109109048,0,Tied,"[17, 17]",17,17,Advantage,No,Yes
487,2021-01-23,Minnesota Whitecaps,Boston Pride,1,3:12,4,5,1,1,Boston Pride,Taylor Wenczkowski,Play,160,83,Indirect,,,,Samantha Davis,198.0,63.0,192,487,Away Team,40,2.0,2,22.0,42.941821107167776,0,Tied,"[24, 24]",24,24,Advantage,No,Yes
