,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,HQ_Pass
207,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:51,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Incomplete Play,125,5,Direct,,,,Jillian Saulnier,153.0,4.0,771,208,Home Team,125,153.0,5,4.0,28.01785145,0,Tied,"[0, 0]",0,0,Even,No
211,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:46,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Play,44,34,Direct,,,,Valeria Pavlova,67.0,6.0,766,212,Away Team,156,133.0,51,79.0,36.23534186,0,Tied,"[0, 0]",0,0,Even,Yes
214,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:37,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,34,80,Indirect,,,,Renata Fast,27.0,74.0,757,215,Home Team,34,27.0,80,74.0,9.219544457000001,0,Tied,"[3, 3]",3,3,Even,Yes
215,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:34,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Play,19,70,Direct,,,,Laura Fortino,32.0,31.0,754,216,Home Team,19,32.0,70,31.0,41.10960958,0,Tied,"[3, 3]",3,3,Even,Yes
216,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:34,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,41,18,Direct,,,,Renata Fast,37.0,40.0,754,217,Home Team,41,37.0,18,40.0,22.36067977,0,Tied,"[0, 0]",0,0,Even,Yes
222,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:23,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,50,68,Indirect,,,,Brianne Jenner,88.0,70.0,743,223,Home Team,50,88.0,68,70.0,38.05259518,0,Tied,"[2, 2]",2,2,Even,Yes
225,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:17,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,156,80,Direct,,,,Rebecca Johnston,160.0,61.0,737,226,Home Team,156,160.0,80,61.0,19.41648784,0,Tied,"[2, 2]",2,2,Even,No
227,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:15,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Incomplete Play,45,27,Direct,,,,Valeria Pavlova,71.0,68.0,735,228,Away Team,155,129.0,58,17.0,48.54894438,0,Tied,"[1, 1]",1,1,Even,No
231,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:08,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Lovova,Play,35,18,Direct,,,,Yekaterina Nikolayeva,30.0,52.0,728,232,Away Team,165,170.0,67,33.0,34.36568055,0,Tied,"[1, 1]",1,1,Even,Yes
232,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,12:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Play,43,59,Direct,,,,Fanuza Kadirova,51.0,46.0,726,233,Away Team,157,149.0,26,39.0,15.26433752,0,Tied,"[2, 2]",2,2,Even,Yes
236,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:56,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Incomplete Play,193,22,Direct,,,,Yevgenia Dyupina,155.0,24.0,716,237,Away Team,7,45.0,63,61.0,38.05259518,0,Tied,"[1, 1]",1,1,Even,No
238,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:55,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,41,54,Direct,,,,Melodie Daoust,42.0,73.0,715,239,Home Team,41,42.0,54,73.0,19.02629759,0,Tied,"[0, 0]",0,0,Even,No
239,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:52,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Incomplete Play,71,77,Direct,,,,Lauriane Rougeau,98.0,73.0,712,240,Home Team,71,98.0,77,73.0,27.29468813,0,Tied,"[3, 3]",3,3,Even,No
241,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:50,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Play,66,9,Direct,,,,Angelina Goncharenko,50.0,49.0,710,242,Away Team,134,150.0,76,36.0,43.08131846,0,Tied,"[0, 0]",0,0,Even,No
242,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:49,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Angelina Goncharenko,Incomplete Play,40,56,Indirect,,,,Yekaterina Smolina,87.0,36.0,709,243,Away Team,160,113.0,29,49.0,51.07837116,0,Tied,"[1, 1]",1,1,Even,No
244,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:46,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Incomplete Play,85,74,Direct,,,,Meghan Agosta,118.0,73.0,706,245,Home Team,85,118.0,74,73.0,33.01514804,0,Tied,"[1, 1]",1,1,Even,No
246,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:39,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Angelina Goncharenko,Play,6,70,Direct,,,,Yelena Dergachyova,4.0,43.0,699,247,Away Team,194,196.0,15,42.0,27.07397274,0,Tied,"[4, 4]",4,4,Even,Yes
247,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:33,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Incomplete Play,78,10,Direct,,,,Anna Shokhina,108.0,59.0,693,248,Away Team,122,92.0,75,26.0,57.45432969,0,Tied,"[6, 6]",6,6,Even,No
253,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:21,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Alevtina Shtaryova,Incomplete Play,42,16,Direct,,,,Yelena Dergachyova,115.0,29.0,681,254,Away Team,158,85.0,69,56.0,74.14849965,0,Tied,"[4, 4]",4,4,Even,No
256,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:18,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Play,93,7,Direct,,,,Maria Batalova,88.0,67.0,678,257,Away Team,107,112.0,78,18.0,60.20797289,0,Tied,"[0, 0]",0,0,Even,Yes
260,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:11,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Incomplete Play,2,41,Direct,,,,Jocelyne Larocque,15.0,14.0,671,261,Home Team,2,15.0,41,14.0,29.96664813,0,Tied,"[1, 1]",1,1,Even,No
262,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:09,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Incomplete Play,15,14,Direct,,,,Blayre Turnbull,53.0,16.0,669,263,Home Team,15,53.0,14,16.0,38.05259518,0,Tied,"[0, 0]",0,0,Even,No
264,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Incomplete Play,139,80,Indirect,,,,Maria Batalova,146.0,78.0,666,265,Away Team,61,54.0,5,7.0,7.280109888999999,0,Tied,"[0, 0]",0,0,Even,No
267,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,11:01,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Play,197,34,Direct,,,,Maria Batalova,152.0,52.0,661,268,Away Team,3,48.0,51,33.0,48.46648326,0,Tied,"[0, 0]",0,0,Even,Yes
270,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:54,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Play,16,75,Indirect,,,,Brigette Lacquette,3.0,35.0,654,271,Home Team,16,3.0,75,35.0,42.05948169,0,Tied,"[4, 4]",4,4,Even,Yes
271,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:48,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Incomplete Play,59,49,Direct,,,,Jennifer Wakefield,111.0,30.0,648,272,Home Team,59,111.0,49,30.0,55.36244214,0,Tied,"[6, 6]",6,6,Even,No
274,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:43,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Incomplete Play,130,6,Indirect,,,,Natalie Spooner,141.0,30.0,643,275,Home Team,130,141.0,6,30.0,26.40075756,0,Tied,"[1, 1]",1,1,Even,No
277,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:35,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Incomplete Play,26,82,Indirect,,,,Fanuza Kadirova,61.0,83.0,635,278,Away Team,174,139.0,3,2.0,35.0142828,0,Tied,"[2, 2]",2,2,Even,No
279,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:33,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Incomplete Play,129,5,Indirect,,,,Natalie Spooner,138.0,9.0,633,280,Home Team,129,138.0,5,9.0,9.848857802000001,0,Tied,"[1, 1]",1,1,Even,No
281,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:32,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Incomplete Play,57,83,Indirect,,,,Fanuza Kadirova,80.0,83.0,632,282,Away Team,143,120.0,2,2.0,23.0,0,Tied,"[0, 0]",0,0,Even,No
285,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:24,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Incomplete Play,51,15,Direct,,,,Anna Shokhina,84.0,53.0,624,286,Away Team,149,116.0,70,32.0,50.32891813,0,Tied,"[1, 1]",1,1,Even,No
289,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:09,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Incomplete Play,109,29,Direct,,,,Rebecca Johnston,119.0,14.0,609,290,Home Team,109,119.0,29,14.0,18.02775638,0,Tied,"[2, 2]",2,2,Even,No
291,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:07,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Incomplete Play,82,82,Direct,,,,Yelena Dergachyova,87.0,73.0,607,292,Away Team,118,113.0,3,12.0,10.29563014,0,Tied,"[0, 0]",0,0,Even,No
293,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,10:01,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Play,53,59,Direct,,,,Laura Fortino,37.0,19.0,601,294,Home Team,53,37.0,59,19.0,43.08131846,0,Tied,"[4, 4]",4,4,Even,No
294,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:59,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Incomplete Play,58,8,Direct,,,,Jillian Saulnier,105.0,52.0,599,295,Home Team,58,105.0,8,52.0,64.38167441,0,Tied,"[2, 2]",2,2,Even,No
298,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:54,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Play,17,36,Direct,,,,Laura Fortino,33.0,8.0,594,299,Home Team,17,33.0,36,8.0,32.24903099,0,Tied,"[0, 0]",0,0,Even,Yes
299,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:52,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,52,4,Direct,,,,Rebecca Johnston,80.0,20.0,592,300,Home Team,52,80.0,4,20.0,32.24903099,0,Tied,"[2, 2]",2,2,Even,Yes
301,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:45,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,189,11,Indirect,,,,Meaghan Mikkelson,148.0,80.0,585,302,Home Team,189,148.0,11,80.0,80.26207074,0,Tied,"[5, 5]",5,5,Even,Yes
302,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:41,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,148,80,Direct,,,,Jillian Saulnier,185.0,73.0,581,303,Home Team,148,185.0,80,73.0,37.65634077,0,Tied,"[4, 4]",4,4,Even,Yes
303,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:35,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Play,168,81,Direct,,,,Meaghan Mikkelson,128.0,74.0,575,304,Home Team,168,128.0,81,74.0,40.60788101,0,Tied,"[6, 6]",6,6,Even,Yes
306,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:31,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,194,39,Direct,,,,Lauriane Rougeau,131.0,16.0,571,307,Home Team,194,131.0,39,16.0,67.06713055,0,Tied,"[1, 1]",1,1,Even,No
308,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:27,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Incomplete Play,58,81,Indirect,,,,Valeria Pavlova,110.0,9.0,567,309,Away Team,142,90.0,4,76.0,88.81441324,0,Tied,"[3, 3]",3,3,Even,No
310,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:19,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,183,73,Indirect,,,,Melodie Daoust,195.0,59.0,559,311,Home Team,183,195.0,73,59.0,18.43908891,0,Tied,"[3, 3]",3,3,Even,No
312,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:17,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Incomplete Play,8,29,Indirect,,,,Lyudmila Belyakova,14.0,63.0,557,313,Away Team,192,186.0,56,22.0,34.525353,0,Tied,"[0, 0]",0,0,Even,No
314,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:13,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Incomplete Play,167,3,Direct,,,,Meghan Agosta,151.0,33.0,553,315,Home Team,167,151.0,3,33.0,34.0,0,Tied,"[1, 1]",1,1,Even,No
316,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:13,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,151,10,Direct,,,,Meghan Agosta,150.0,26.0,553,317,Home Team,151,150.0,10,26.0,16.03121954,0,Tied,"[0, 0]",0,0,Even,Yes
317,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:09,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Incomplete Play,197,33,Direct,,,,Melodie Daoust,185.0,36.0,549,318,Home Team,197,185.0,33,36.0,12.36931688,0,Tied,"[4, 4]",4,4,Even,No
319,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,9:07,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Play,178,53,Direct,,,,Marie-Philip Poulin,180.0,36.0,547,320,Home Team,178,180.0,53,36.0,17.11724277,0,Tied,"[1, 1]",1,1,Even,Yes
327,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:58,5,4,0,0,Olympic (Women) - Canada,Laura Fortino,Play,138,20,Direct,,,,Marie-Philip Poulin,138.0,54.0,538,328,Home Team,138,138.0,20,54.0,34.0,0,Tied,"[1, 1]",1,1,Advantage,Yes
330,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:54,5,4,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Play,14,11,Indirect,,,,Valeria Pavlova,46.0,6.0,534,331,Away Team,186,154.0,74,79.0,32.38826948,0,Tied,"[0, 0]",0,0,Shorthanded,No
333,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:45,5,4,0,0,Olympic (Women) - Canada,Laura Fortino,Play,66,34,Direct,,,,Rebecca Johnston,94.0,6.0,525,334,Home Team,66,94.0,34,6.0,39.59797975,0,Tied,"[4, 4]",4,4,Advantage,Yes
334,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:45,5,4,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,94,6,Direct,,,,Melodie Daoust,115.0,26.0,525,335,Home Team,94,115.0,6,26.0,29.0,0,Tied,"[0, 0]",0,0,Advantage,Yes
336,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:40,5,4,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,169,4,Direct,,,,Laura Fortino,134.0,9.0,520,337,Home Team,169,134.0,4,9.0,35.35533906,0,Tied,"[4, 4]",4,4,Advantage,Yes
337,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:38,5,4,0,0,Olympic (Women) - Canada,Laura Fortino,Play,133,10,Direct,,,,Marie-Philip Poulin,134.0,48.0,518,338,Home Team,133,134.0,10,48.0,38.01315562,0,Tied,"[2, 2]",2,2,Advantage,Yes
338,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:37,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,134,48,Direct,,,,Laura Fortino,128.0,26.0,517,339,Home Team,134,128.0,48,26.0,22.8035085,0,Tied,"[1, 1]",1,1,Advantage,Yes
339,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:36,5,4,0,0,Olympic (Women) - Canada,Laura Fortino,Play,132,33,Direct,,,,Marie-Philip Poulin,141.0,69.0,516,340,Home Team,132,141.0,33,69.0,37.10795063,0,Tied,"[1, 1]",1,1,Advantage,Yes
340,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:34,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,148,78,Direct,,,,Rebecca Johnston,167.0,28.0,514,341,Home Team,148,167.0,78,28.0,53.48831648,0,Tied,"[2, 2]",2,2,Advantage,Yes
341,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:33,5,4,0,0,Olympic (Women) - Canada,Rebecca Johnston,Incomplete Play,172,28,Direct,,,,Melodie Daoust,170.0,46.0,513,342,Home Team,172,170.0,28,46.0,18.11077028,0,Tied,"[1, 1]",1,1,Advantage,No
343,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:29,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,188,72,Direct,,,,Melodie Daoust,170.0,46.0,509,344,Home Team,188,170.0,72,46.0,31.6227766,0,Tied,"[3, 3]",3,3,Advantage,Yes
346,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:26,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Incomplete Play,186,75,Indirect,,,,Haley Irwin,195.0,55.0,506,347,Home Team,186,195.0,75,55.0,21.9317122,0,Tied,"[0, 0]",0,0,Advantage,No
348,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:23,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,184,78,Indirect,,,,Melodie Daoust,152.0,82.0,503,349,Home Team,184,152.0,78,82.0,32.24903099,0,Tied,"[0, 0]",0,0,Advantage,Yes
349,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:18,5,4,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,144,43,Direct,,,,Laura Fortino,162.0,73.0,498,350,Home Team,144,162.0,43,73.0,34.98571137,0,Tied,"[5, 5]",5,5,Advantage,Yes
352,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:15,5,4,0,0,Olympic (Women) - Canada,Haley Irwin,Incomplete Play,186,47,Direct,,,,Melodie Daoust,181.0,48.0,495,353,Home Team,186,181.0,47,48.0,5.099019514,0,Tied,"[0, 0]",0,0,Advantage,No
356,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,8:11,5,4,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,131,46,Direct,,,,Rebecca Johnston,140.0,20.0,491,357,Home Team,131,140.0,46,20.0,27.51363298,0,Tied,"[1, 1]",1,1,Advantage,Yes
364,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:49,5,4,0,0,Olympic (Women) - Canada,Meghan Agosta,Play,105,54,Direct,,,,Jennifer Wakefield,129.0,37.0,469,365,Home Team,105,129.0,54,37.0,29.41088234,0,Tied,"[5, 5]",5,5,Advantage,Yes
369,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:36,5,4,0,0,Olympic (Women) - Canada,Brigette Lacquette,Incomplete Play,113,69,Direct,,,,Jennifer Wakefield,123.0,79.0,456,370,Home Team,113,123.0,69,79.0,14.14213562,0,Tied,"[4, 4]",4,4,Advantage,No
373,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:30,5,4,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,73,36,Direct,,,,Brianne Jenner,90.0,1.0,450,374,Home Team,73,90.0,36,1.0,38.91015292,0,Tied,"[2, 2]",2,2,Advantage,No
374,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:28,5,4,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,106,17,Direct,,,,Natalie Spooner,122.0,49.0,448,375,Home Team,106,122.0,17,49.0,35.77708764,0,Tied,"[2, 2]",2,2,Advantage,No
378,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:15,5,4,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,33,48,Direct,,,,Brianne Jenner,70.0,3.0,435,379,Home Team,33,70.0,48,3.0,58.25804665,0,Tied,"[5, 5]",5,5,Advantage,Yes
380,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:10,5,4,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,148,16,Direct,,,,Natalie Spooner,171.0,35.0,430,381,Home Team,148,171.0,16,35.0,29.83286778,0,Tied,"[2, 2]",2,2,Advantage,Yes
383,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:08,5,4,0,0,Olympic (Women) - Canada,Natalie Spooner,Incomplete Play,195,28,Direct,,,,Jennifer Wakefield,178.0,33.0,428,384,Home Team,195,178.0,28,33.0,17.72004515,0,Tied,"[0, 0]",0,0,Advantage,No
385,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,7:03,5,4,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,129,80,Direct,,,,Meghan Agosta,165.0,79.0,423,386,Home Team,129,165.0,80,79.0,36.01388621,0,Tied,"[1, 1]",1,1,Advantage,Yes
399,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:47,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Incomplete Play,183,9,Indirect,,,,Laura Stacey,137.0,9.0,407,400,Home Team,183,137.0,9,9.0,46.0,0,Tied,"[1, 1]",1,1,Even,No
401,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:43,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Play,85,5,Direct,,,,Laura Fortino,61.0,7.0,403,402,Home Team,85,61.0,5,7.0,24.08318916,0,Tied,"[1, 1]",1,1,Even,Yes
402,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:42,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,55,9,Direct,,,,Renata Fast,50.0,48.0,402,403,Home Team,55,50.0,9,48.0,39.3192065,0,Tied,"[1, 1]",1,1,Even,Yes
403,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:40,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Incomplete Play,55,73,Direct,,,,Laura Stacey,110.0,62.0,400,404,Home Team,55,110.0,73,62.0,56.08921465,0,Tied,"[2, 2]",2,2,Even,No
407,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:29,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Play,153,79,Direct,,,,Sarah Nurse,166.0,59.0,389,408,Home Team,153,166.0,79,59.0,23.85372088,0,Tied,"[4, 4]",4,4,Even,No
408,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:27,5,5,0,0,Olympic (Women) - Canada,Sarah Nurse,Incomplete Play,188,53,Direct,,,,Laura Stacey,185.0,41.0,387,409,Home Team,188,185.0,53,41.0,12.36931688,0,Tied,"[2, 2]",2,2,Even,No
415,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:20,5,5,0,0,Olympic (Women) - Canada,Sarah Nurse,Incomplete Play,193,50,Direct,,,,Renata Fast,160.0,65.0,380,416,Home Team,193,160.0,50,65.0,36.24913792,0,Tied,"[1, 1]",1,1,Even,No
418,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:14,5,5,0,0,Olympic (Women) - Canada,Emily Clark,Incomplete Play,60,62,Direct,,,,Sarah Nurse,87.0,33.0,374,419,Home Team,60,87.0,62,33.0,39.62322551,0,Tied,"[1, 1]",1,1,Even,No
420,2/11/2018,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,6:11,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Incomplete Play,83,60,Direct,,,,Lyudmila Belyakova,78.0,33.0,371,421,Away Team,117,122.0,25,52.0,27.45906044,0,Tied,"[1, 1]",1,1,Even,No
